Name,Loan Amount,Annual Income,Credit Score,Employment Length,Loan Term,Debt-to-Income Ratio (DTI),Home Ownership,Purpose of Loan,Interest Rate
Person_8485,1944666,2012867.0,731.0,13.0,26.0,23.63,Mortgage,Business,6.16
Person_8486,1923506,2627636.0,767.0,15.7,23.0,19.2,Own,Education,5.4
Person_8487,1731892,597152.0,559.0,2.8,47.0,35.99,Mortgage,Personal,9.98
Person_8488,1896780,1593352.0,630.0,11.1,42.0,31.04,Own,Home,8.49
Person_8489,925817,550912.0,557.0,5.0,46.0,36.73,Rent,Education,10.08
Person_8490,1016540,2160783.0,691.0,12.1,34.0,25.51,Rent,Home,7.17
Person_8491,300231,2929617.0,807.0,14.3,22.0,22.11,Rent,Personal,4.89
Person_8492,1111516,2847349.0,754.0,15.8,28.0,22.02,Own,Home,6.35
Person_8493,430171,1292734.0,617.0,8.6,40.0,28.99,Mortgage,Personal,8.99
Person_8494,591220,2960878.0,774.0,14.7,23.0,15.62,Rent,Business,5.54
Person_8495,1324953,2513349.0,721.0,12.4,37.0,20.51,Own,Education,6.69
Person_8496,500043,2159304.0,720.0,13.2,25.0,22.8,Own,Business,6.46
Person_8497,1028935,968278.0,598.0,8.2,38.0,32.17,Rent,Personal,9.02
Person_8498,1123224,2228277.0,737.0,13.2,29.0,24.52,Rent,Personal,6.36
Person_8499,1080451,927402.0,548.0,8.3,47.0,37.24,Rent,Business,10.13
Person_8500,82966,1670634.0,678.0,10.2,35.0,31.29,Rent,Business,7.65
Person_8501,470993,2969970.0,836.0,16.3,17.0,17.15,Own,Business,4.54
Person_8502,1354309,527526.0,535.0,3.9,45.0,38.76,Mortgage,Education,10.35
Person_8503,213639,1245144.0,653.0,6.4,32.0,33.79,Mortgage,Education,7.34
Person_8504,296331,1322895.0,617.0,11.0,44.0,32.18,Own,Personal,9.28
Person_8505,984678,473314.0,511.0,6.2,47.0,41.4,Mortgage,Car,10.67
Person_8506,1141174,844240.0,569.0,4.7,45.0,37.42,Own,Business,9.73
Person_8507,240271,2901585.0,800.0,16.3,21.0,17.94,Own,Home,5.12
Person_8508,457014,2035003.0,676.0,11.9,32.0,22.5,Own,Home,7.88
Person_8509,1032868,2140634.0,692.0,12.2,31.0,28.3,Mortgage,Home,7.68
Person_8510,897516,2211022.0,723.0,12.3,30.0,23.32,Own,Business,6.39
Person_8511,749597,2987690.0,788.0,16.9,22.0,18.66,Own,Car,5.51
Person_8512,1819433,2507396.0,752.0,15.2,29.0,18.28,Rent,Car,5.96
Person_8513,705538,2961551.0,790.0,16.8,26.0,18.15,Rent,Education,5.94
Person_8514,298004,214990.0,522.0,3.4,47.0,42.22,Mortgage,Car,10.96
Person_8515,1053510,2958953.0,776.0,16.1,24.0,18.49,Rent,Home,5.34
Person_8516,67118,1191725.0,614.0,9.3,37.0,39.57,Rent,Home,8.5
Person_8517,1121192,2426479.0,714.0,14.4,25.0,21.56,Rent,Business,5.9
Person_8518,181870,2212039.0,737.0,12.9,31.0,26.32,Own,Education,6.42
Person_8519,1368321,1669065.0,644.0,10.3,35.0,30.44,Rent,Personal,8.42
Person_8520,1910371,2208580.0,733.0,13.3,28.0,23.35,Mortgage,Education,6.51
Person_8521,52795,2289843.0,714.0,12.6,24.0,25.62,Own,Personal,5.98
Person_8522,1196038,2951663.0,788.0,17.3,17.0,17.93,Mortgage,Education,4.77
Person_8523,1537056,2500313.0,729.0,12.8,28.0,23.93,Mortgage,Car,6.5
Person_8524,1463612,1599509.0,630.0,9.5,39.0,33.92,Mortgage,Education,8.95
Person_8525,1433553,1600171.0,615.0,10.8,39.0,30.29,Mortgage,Business,8.7
Person_8526,1621480,2414934.0,710.0,12.4,33.0,22.36,Mortgage,Personal,7.09
Person_8527,1363804,988797.0,583.0,5.2,39.0,37.4,Rent,Car,9.07
Person_8528,1980873,2631500.0,757.0,14.9,22.0,23.83,Rent,Car,5.86
Person_8529,1568438,598216.0,571.0,3.2,45.0,36.93,Mortgage,Education,9.55
Person_8530,837163,252499.0,507.0,2.1,50.0,40.79,Mortgage,Car,11.3
Person_8531,1230777,1505599.0,623.0,10.5,42.0,32.17,Rent,Home,8.39
Person_8532,209094,2628507.0,723.0,14.5,30.0,20.8,Mortgage,Home,6.99
Person_8533,313749,1392555.0,639.0,10.6,36.0,29.89,Rent,Home,8.13
Person_8534,1176082,2445560.0,762.0,12.4,18.0,23.73,Mortgage,Education,5.38
Person_8535,814601,571603.0,573.0,5.1,39.0,40.27,Mortgage,Personal,9.27
Person_8536,1142706,2628079.0,766.0,15.3,18.0,20.4,Own,Education,5.41
Person_8537,996769,925311.0,596.0,5.4,43.0,35.98,Mortgage,Business,9.23
Person_8538,213402,992904.0,624.0,8.5,38.0,34.11,Own,Car,8.36
Person_8539,904901,2662448.0,762.0,15.6,25.0,18.58,Mortgage,Home,5.44
Person_8540,1244835,1401507.0,643.0,7.1,40.0,30.72,Own,Education,8.4
Person_8541,469007,1690194.0,653.0,10.4,33.0,29.36,Rent,Education,6.98
Person_8542,1451156,1387910.0,602.0,9.5,40.0,28.89,Mortgage,Car,8.86
Person_8543,1300258,2177146.0,694.0,11.9,30.0,24.14,Rent,Education,6.7
Person_8544,1473061,2443778.0,734.0,12.1,28.0,22.84,Own,Home,6.01
Person_8545,273034,1779872.0,669.0,11.2,33.0,30.82,Own,Car,7.68
Person_8546,559394,1329375.0,662.0,11.5,32.0,31.72,Own,Personal,7.7
Person_8547,1722558,2051246.0,696.0,11.6,35.0,23.58,Own,Home,6.95
Person_8548,594061,2532170.0,766.0,16.3,22.0,21.48,Rent,Business,5.96
Person_8549,840671,1199529.0,602.0,7.2,42.0,32.34,Own,Business,8.99
Person_8550,333007,1527873.0,637.0,9.9,41.0,31.73,Mortgage,Car,8.82
Person_8551,363559,776380.0,542.0,7.1,45.0,36.47,Own,Home,10.44
Person_8552,118968,2541059.0,729.0,14.4,25.0,16.4,Rent,Home,6.09
Person_8553,543891,1821968.0,683.0,10.7,35.0,35.45,Rent,Home,7.91
Person_8554,634718,2452507.0,735.0,14.9,28.0,22.88,Mortgage,Business,6.33
Person_8555,1348648,1688221.0,678.0,12.8,37.0,29.41,Rent,Car,7.99
Person_8556,51515,2243303.0,718.0,13.4,29.0,21.33,Own,Business,6.53
Person_8557,147206,1992470.0,682.0,11.2,34.0,23.66,Mortgage,Education,7.42
Person_8558,295282,1172461.0,651.0,7.8,38.0,33.52,Mortgage,Personal,8.12
Person_8559,1858566,228887.0,512.0,6.8,51.0,42.57,Rent,Business,10.79
Person_8560,457821,1687964.0,682.0,10.6,38.0,30.64,Mortgage,Car,7.72
Person_8561,892672,2469758.0,728.0,13.3,33.0,22.92,Own,Business,6.96
Person_8562,55586,451420.0,550.0,3.2,43.0,37.6,Own,Education,9.37
Person_8563,1068725,1844306.0,693.0,8.9,34.0,22.86,Rent,Education,7.36
Person_8564,958806,1178778.0,612.0,8.5,39.0,33.45,Own,Education,8.51
Person_8565,819565,2833719.0,725.0,16.6,25.0,18.21,Own,Education,5.67
Person_8566,1654050,845026.0,576.0,6.0,42.0,34.02,Rent,Personal,9.69
Person_8567,1649792,863621.0,602.0,6.6,42.0,38.04,Own,Home,9.15
Person_8568,1852200,2956986.0,795.0,14.9,17.0,15.06,Rent,Education,5.21
Person_8569,1837023,1864278.0,685.0,11.4,36.0,28.93,Rent,Personal,7.38
Person_8570,1483710,2063398.0,662.0,12.8,37.0,23.15,Rent,Business,8.02
Person_8571,1447749,2717293.0,747.0,14.5,25.0,20.56,Mortgage,Education,5.83
Person_8572,594999,2641470.0,762.0,17.0,24.0,22.82,Own,Business,5.78
Person_8573,1677826,2225131.0,720.0,11.9,32.0,23.89,Own,Business,6.76
Person_8574,70039,2517231.0,765.0,14.6,31.0,25.41,Own,Car,6.03
Person_8575,1659425,1491527.0,636.0,10.6,38.0,34.77,Rent,Personal,8.29
Person_8576,256555,404470.0,540.0,4.3,51.0,40.85,Rent,Personal,10.21
Person_8577,1589663,1554444.0,646.0,9.6,38.0,31.47,Own,Education,8.07
Person_8578,1048899,1783527.0,649.0,9.1,32.0,30.52,Own,Education,7.67
Person_8579,1318306,609336.0,507.0,7.1,53.0,39.69,Own,Education,11.19
Person_8580,51577,824559.0,582.0,6.2,42.0,37.6,Own,Personal,8.97
Person_8581,157792,2888828.0,781.0,16.7,21.0,17.76,Mortgage,Business,5.41
Person_8582,995854,1300911.0,608.0,9.5,39.0,29.22,Rent,Business,8.89
Person_8583,1870844,2340467.0,691.0,12.7,29.0,20.79,Mortgage,Education,6.69
Person_8584,1337116,2230245.0,725.0,12.7,27.0,29.29,Own,Business,6.0
Person_8585,1001302,1650095.0,650.0,11.9,34.0,30.2,Rent,Education,7.75
Person_8586,1327082,249334.0,527.0,2.3,48.0,41.23,Mortgage,Home,10.43
Person_8587,1835353,2484116.0,775.0,16.8,27.0,24.84,Mortgage,Business,5.86
Person_8588,60785,1440844.0,591.0,8.3,45.0,29.88,Rent,Personal,9.17
Person_8589,1170803,2100708.0,686.0,10.9,35.0,26.81,Mortgage,Car,7.43
Person_8590,955112,406823.0,527.0,4.6,48.0,40.51,Own,Personal,10.91
Person_8591,898389,1953542.0,714.0,14.4,36.0,27.85,Mortgage,Personal,7.0
Person_8592,1688295,972333.0,555.0,4.7,44.0,34.77,Mortgage,Car,9.95
Person_8593,1509089,2459477.0,774.0,13.8,22.0,20.6,Own,Education,5.23
Person_8594,908326,879590.0,581.0,7.2,45.0,34.6,Own,Business,9.57
Person_8595,1346517,2041041.0,692.0,12.1,38.0,24.6,Mortgage,Personal,6.93
Person_8596,1817708,989097.0,585.0,7.6,46.0,35.29,Own,Business,9.87
Person_8597,200653,489169.0,531.0,3.9,48.0,36.53,Rent,Car,10.71
Person_8598,367336,2713901.0,782.0,14.4,19.0,17.83,Rent,Car,5.35
Person_8599,313606,1163401.0,585.0,7.8,39.0,34.06,Own,Business,9.49
Person_8600,440992,2112669.0,708.0,11.0,30.0,25.29,Own,Business,6.86
Person_8601,1818109,2155481.0,697.0,12.5,32.0,25.55,Rent,Car,6.91
Person_8602,983015,2816134.0,755.0,15.2,23.0,19.35,Rent,Education,5.97
Person_8603,1436826,1236484.0,666.0,7.7,35.0,38.19,Mortgage,Business,7.6
Person_8604,1409385,523392.0,552.0,5.4,46.0,39.6,Mortgage,Home,10.61
Person_8605,1798350,2582353.0,760.0,12.3,22.0,20.71,Mortgage,Home,5.53
Person_8606,1441730,1852108.0,698.0,10.9,33.0,28.01,Mortgage,Business,7.17
Person_8607,1695437,401703.0,503.0,7.3,48.0,42.44,Rent,Personal,10.8
Person_8608,274737,2656327.0,790.0,13.6,24.0,20.72,Rent,Car,4.88
Person_8609,944235,715728.0,512.0,7.5,46.0,39.04,Rent,Education,10.31
Person_8610,693970,267173.0,502.0,3.9,54.0,42.36,Own,Home,11.17
Person_8611,1636250,1834936.0,664.0,10.3,39.0,27.37,Rent,Home,7.55
Person_8612,436213,2754543.0,776.0,13.7,23.0,20.19,Own,Personal,5.72
Person_8613,1153036,434046.0,539.0,4.8,54.0,43.32,Own,Business,10.42
Person_8614,449437,2492007.0,735.0,16.0,28.0,22.74,Own,Personal,6.29
Person_8615,466690,556338.0,546.0,4.7,43.0,37.08,Mortgage,Education,9.72
Person_8616,1073577,1466702.0,617.0,9.3,39.0,30.51,Own,Business,8.85
Person_8617,1213951,2741410.0,733.0,16.6,26.0,15.86,Rent,Home,6.08
Person_8618,949092,907717.0,596.0,7.2,43.0,36.28,Rent,Home,8.68
Person_8619,202117,2918063.0,795.0,14.2,25.0,21.17,Rent,Car,5.14
Person_8620,927751,2952878.0,816.0,16.4,21.0,15.57,Rent,Education,4.2
Person_8621,1215158,324716.0,508.0,6.0,44.0,41.37,Rent,Home,10.31
Person_8622,1597485,209907.0,526.0,3.5,51.0,44.04,Rent,Personal,10.95
Person_8623,972426,1082257.0,593.0,4.2,37.0,36.67,Own,Home,9.01
Person_8624,1865879,651095.0,580.0,6.1,43.0,40.79,Rent,Personal,8.93
Person_8625,728066,1707291.0,681.0,10.3,30.0,25.33,Own,Personal,7.07
Person_8626,1927779,1165701.0,611.0,5.7,40.0,34.78,Mortgage,Business,8.58
Person_8627,1675199,2566781.0,739.0,12.4,28.0,18.59,Rent,Business,6.5
Person_8628,1851951,1560247.0,665.0,11.0,28.0,28.34,Mortgage,Home,7.18
Person_8629,102949,2230680.0,726.0,12.0,29.0,26.16,Mortgage,Home,6.04
Person_8630,513930,2159612.0,692.0,11.5,36.0,25.45,Mortgage,Personal,7.43
Person_8631,145558,980504.0,562.0,7.1,45.0,36.83,Rent,Business,9.68
Person_8632,1507032,2019073.0,686.0,11.1,28.0,24.5,Own,Home,7.33
Person_8633,1059260,2388157.0,759.0,13.8,26.0,26.1,Mortgage,Business,5.61
Person_8634,1987280,2879968.0,800.0,15.7,22.0,20.26,Rent,Education,5.51
Person_8635,839148,1221983.0,590.0,6.7,41.0,35.06,Own,Personal,8.84
Person_8636,1246222,1893495.0,656.0,10.7,35.0,25.29,Mortgage,Business,7.96
Person_8637,1865751,1538519.0,669.0,10.3,35.0,32.87,Rent,Home,8.05
Person_8638,1565509,2026650.0,670.0,12.0,35.0,25.66,Own,Personal,7.48
Person_8639,1603091,1163843.0,617.0,7.9,36.0,32.56,Own,Car,8.45
Person_8640,767186,2182167.0,696.0,15.1,32.0,26.19,Rent,Personal,7.29
Person_8641,1774149,1649238.0,687.0,11.1,35.0,30.73,Mortgage,Education,7.53
Person_8642,121916,381532.0,514.0,5.4,54.0,38.88,Rent,Personal,10.57
Person_8643,1820087,1568980.0,670.0,9.7,36.0,34.38,Mortgage,Business,8.03
Person_8644,1358166,2556825.0,749.0,14.7,28.0,25.32,Rent,Business,5.98
Person_8645,822378,2715091.0,766.0,14.7,22.0,21.52,Own,Home,5.76
Person_8646,1673770,1523663.0,603.0,10.6,47.0,31.52,Own,Home,9.41
Person_8647,1885471,2700674.0,715.0,15.0,29.0,21.1,Own,Personal,6.88
Person_8648,1173270,2465008.0,731.0,14.3,28.0,19.38,Own,Personal,6.32
Person_8649,463867,583545.0,554.0,5.5,46.0,39.05,Own,Personal,9.77
Person_8650,905126,1924391.0,660.0,11.5,37.0,27.38,Rent,Business,8.61
Person_8651,1380728,421099.0,511.0,8.2,51.0,39.08,Rent,Business,10.62
Person_8652,1079242,1975384.0,699.0,10.9,30.0,26.12,Rent,Car,7.09
Person_8653,120474,1275947.0,629.0,7.7,41.0,28.05,Mortgage,Car,8.58
Person_8654,1661049,1347322.0,622.0,9.7,42.0,29.99,Mortgage,Car,8.74
Person_8655,400068,1874112.0,693.0,10.5,36.0,29.46,Own,Home,7.75
Person_8656,1360624,2585023.0,724.0,14.2,30.0,24.9,Own,Business,6.48
Person_8657,1041921,838288.0,567.0,5.1,50.0,34.72,Own,Personal,9.67
Person_8658,1879438,2889971.0,811.0,16.6,23.0,19.16,Mortgage,Personal,5.14
Person_8659,776499,1811961.0,672.0,11.6,34.0,30.35,Mortgage,Car,7.5
Person_8660,871412,1161795.0,609.0,7.6,42.0,32.76,Rent,Home,9.11
Person_8661,1645368,2782467.0,814.0,16.4,23.0,21.08,Mortgage,Home,4.69
Person_8662,1153546,877510.0,550.0,4.3,53.0,36.2,Own,Car,10.33
Person_8663,1377486,2195258.0,725.0,11.9,29.0,27.21,Rent,Personal,6.67
Person_8664,691232,431944.0,567.0,4.4,42.0,37.57,Mortgage,Home,9.58
Person_8665,1978930,2100704.0,693.0,10.9,32.0,23.44,Rent,Education,6.55
Person_8666,454911,306371.0,539.0,1.8,41.0,41.79,Mortgage,Car,9.79
Person_8667,461012,2595968.0,729.0,14.3,26.0,21.54,Mortgage,Personal,5.81
Person_8668,1272191,2331745.0,709.0,14.3,31.0,23.53,Mortgage,Education,6.76
Person_8669,1596242,607002.0,559.0,7.0,41.0,39.77,Own,Business,9.17
Person_8670,1787075,2044823.0,710.0,11.4,30.0,24.27,Mortgage,Personal,6.71
Person_8671,1219070,1007734.0,614.0,8.2,36.0,32.4,Own,Education,8.79
Person_8672,1857805,417872.0,564.0,5.3,44.0,39.26,Rent,Business,10.03
Person_8673,1631666,2644436.0,752.0,16.4,29.0,20.15,Mortgage,Home,6.04
Person_8674,221277,2632652.0,776.0,14.4,20.0,20.46,Own,Personal,5.66
Person_8675,541966,2870722.0,769.0,13.7,24.0,21.5,Own,Personal,5.66
Person_8676,346303,852739.0,594.0,6.6,40.0,38.02,Rent,Home,9.06
Person_8677,1110092,1107779.0,605.0,6.4,36.0,35.34,Rent,Personal,8.89
Person_8678,1411212,908074.0,590.0,5.9,45.0,36.45,Rent,Car,8.97
Person_8679,865518,1970971.0,695.0,11.4,29.0,25.91,Mortgage,Education,7.13
Person_8680,1736622,2320966.0,690.0,12.9,31.0,22.03,Mortgage,Business,6.71
Person_8681,1653344,2452313.0,712.0,14.1,30.0,20.2,Rent,Business,7.04
Person_8682,233163,2239242.0,716.0,13.9,26.0,23.06,Mortgage,Education,6.36
Person_8683,1226599,2746199.0,730.0,14.9,28.0,19.96,Own,Car,6.39
Person_8684,422339,1330249.0,640.0,9.2,37.0,30.03,Own,Personal,8.3
Person_8685,1277414,1824804.0,690.0,11.1,33.0,28.38,Mortgage,Home,7.53
Person_8686,875169,2383948.0,734.0,14.8,23.0,22.8,Mortgage,Home,5.75
Person_8687,321409,1285052.0,596.0,8.3,38.0,31.93,Own,Personal,9.01
Person_8688,688453,2192363.0,736.0,12.7,31.0,27.17,Own,Business,6.38
Person_8689,693789,2954281.0,825.0,15.8,21.0,13.31,Mortgage,Education,4.91
Person_8690,1872193,2601574.0,752.0,14.5,26.0,20.53,Mortgage,Education,5.88
Person_8691,1431710,1426642.0,643.0,8.2,34.0,26.8,Rent,Business,7.96
Person_8692,544670,2228978.0,717.0,11.8,36.0,25.01,Rent,Education,7.24
Person_8693,851818,2050642.0,705.0,13.1,31.0,27.61,Mortgage,Business,7.1
Person_8694,1989726,326259.0,521.0,2.7,46.0,38.35,Own,Car,11.07
Person_8695,873857,1652757.0,655.0,9.8,34.0,27.09,Mortgage,Personal,7.54
Person_8696,171635,1038628.0,612.0,8.7,39.0,31.47,Own,Business,8.93
Person_8697,748614,1609399.0,698.0,9.6,32.0,30.04,Mortgage,Car,6.69
Person_8698,270935,1427933.0,605.0,10.2,41.0,30.81,Mortgage,Business,8.54
Person_8699,1610142,743708.0,563.0,5.3,48.0,36.87,Own,Car,9.97
Person_8700,1152210,992650.0,566.0,5.9,44.0,34.53,Own,Car,9.92
Person_8701,1054221,324283.0,555.0,2.1,45.0,39.12,Mortgage,Car,9.81
Person_8702,753022,643108.0,543.0,7.2,49.0,40.57,Own,Personal,10.63
Person_8703,923420,2527613.0,713.0,12.9,31.0,22.49,Own,Business,6.58
Person_8704,1857720,2113617.0,714.0,13.3,27.0,23.17,Mortgage,Business,6.6
Person_8705,1991345,2511354.0,775.0,13.0,24.0,20.68,Rent,Business,5.4
Person_8706,542503,342298.0,539.0,5.8,51.0,39.17,Rent,Car,10.22
Person_8707,268599,847396.0,579.0,9.3,44.0,39.34,Own,Education,9.84
Person_8708,287919,2543179.0,752.0,12.3,24.0,23.23,Mortgage,Education,5.59
Person_8709,518668,2144353.0,732.0,11.2,33.0,25.02,Own,Business,6.07
Person_8710,453359,237117.0,497.0,4.6,49.0,45.24,Mortgage,Education,10.79
Person_8711,1583183,2225558.0,710.0,13.6,29.0,27.47,Rent,Education,7.33
Person_8712,1690307,388349.0,521.0,5.3,48.0,40.05,Rent,Education,10.57
Person_8713,1390144,741661.0,542.0,5.3,50.0,36.63,Rent,Car,10.01
Person_8714,1449564,245452.0,509.0,6.2,52.0,41.03,Own,Business,10.82
Person_8715,878416,1255230.0,638.0,8.5,36.0,31.08,Rent,Business,8.5
Person_8716,91505,1148784.0,617.0,6.4,41.0,37.38,Rent,Home,8.89
Person_8717,1201054,1435789.0,647.0,8.9,35.0,29.41,Own,Home,7.9
Person_8718,1161275,2420471.0,734.0,12.3,29.0,24.61,Mortgage,Education,6.14
Person_8719,994461,1092078.0,610.0,9.6,36.0,35.79,Rent,Business,8.38
Person_8720,1517256,419015.0,517.0,3.7,51.0,39.64,Mortgage,Education,10.79
Person_8721,950444,2061591.0,690.0,12.8,38.0,29.61,Mortgage,Car,7.57
Person_8722,204721,2021969.0,696.0,11.4,24.0,23.21,Own,Business,6.88
Person_8723,1060165,1867106.0,682.0,10.5,35.0,27.52,Mortgage,Car,7.53
Person_8724,871190,1123864.0,609.0,5.4,42.0,33.15,Mortgage,Car,8.67
Person_8725,186668,778256.0,566.0,6.9,39.0,39.05,Own,Business,9.41
Person_8726,328518,859103.0,569.0,8.2,43.0,37.13,Mortgage,Education,9.87
Person_8727,692974,1648951.0,718.0,9.1,32.0,26.12,Rent,Home,7.3
Person_8728,1364495,2460375.0,754.0,12.1,25.0,25.0,Own,Education,6.03
Person_8729,1912396,2428742.0,741.0,14.9,24.0,23.77,Own,Home,6.01
Person_8730,1484520,2575948.0,742.0,12.5,25.0,19.45,Own,Personal,5.99
Person_8731,857461,1720253.0,653.0,12.1,41.0,28.25,Rent,Home,8.51
Person_8732,658269,1885978.0,676.0,10.2,37.0,24.91,Mortgage,Business,7.56
Person_8733,1414359,445615.0,541.0,3.3,49.0,39.68,Mortgage,Home,10.01
Person_8734,1212586,975492.0,550.0,7.4,48.0,35.72,Mortgage,Personal,10.03
Person_8735,1653969,1188515.0,578.0,6.8,48.0,32.9,Rent,Home,9.55
Person_8736,573472,1613209.0,639.0,9.2,43.0,28.98,Mortgage,Education,8.37
Person_8737,456884,434537.0,539.0,5.0,50.0,36.89,Mortgage,Home,10.75
Person_8738,309021,1421996.0,628.0,6.1,44.0,32.21,Rent,Business,8.84
Person_8739,197032,276757.0,548.0,5.9,48.0,37.64,Rent,Business,10.16
Person_8740,700807,1797259.0,640.0,11.0,36.0,28.34,Mortgage,Car,8.19
Person_8741,1241005,333407.0,509.0,2.5,51.0,37.39,Rent,Education,11.02
Person_8742,507820,1874842.0,708.0,10.0,32.0,27.71,Rent,Education,6.63
Person_8743,939171,1711904.0,664.0,11.8,40.0,29.01,Rent,Home,8.01
Person_8744,1412516,2541500.0,761.0,15.1,26.0,22.63,Own,Home,5.65
Person_8745,327948,855860.0,617.0,8.3,39.0,38.18,Own,Business,8.82
Person_8746,1750596,1897405.0,666.0,10.5,36.0,29.51,Mortgage,Car,8.19
Person_8747,1083237,568742.0,546.0,5.6,43.0,35.73,Mortgage,Personal,10.31
Person_8748,1768562,2509480.0,735.0,14.8,29.0,21.98,Rent,Home,6.32
Person_8749,209204,598759.0,512.0,6.2,50.0,42.71,Mortgage,Education,10.7
Person_8750,1892959,907597.0,575.0,8.2,41.0,36.24,Own,Home,9.52
Person_8751,973953,1606891.0,668.0,9.1,34.0,28.27,Mortgage,Car,7.28
Person_8752,1379785,1893287.0,690.0,11.2,34.0,27.29,Mortgage,Education,7.33
Person_8753,937935,945076.0,597.0,6.2,35.0,34.91,Own,Car,8.44
Person_8754,155072,730901.0,556.0,5.9,46.0,35.19,Own,Education,10.22
Person_8755,714490,1096465.0,587.0,8.5,47.0,36.11,Rent,Home,9.52
Person_8756,139360,1446511.0,660.0,7.2,34.0,32.5,Rent,Car,7.82
Person_8757,112287,1062634.0,587.0,8.9,42.0,31.99,Rent,Business,9.14
Person_8758,1336585,2192335.0,715.0,11.3,30.0,24.67,Mortgage,Education,6.66
Person_8759,757062,1770925.0,670.0,10.4,31.0,27.38,Mortgage,Car,7.05
Person_8760,742353,285666.0,549.0,5.4,49.0,38.2,Mortgage,Car,10.33
Person_8761,737235,2843508.0,793.0,16.2,24.0,16.37,Own,Personal,5.0
Person_8762,820644,1035489.0,568.0,7.8,49.0,32.36,Mortgage,Personal,10.14
Person_8763,711414,1005378.0,567.0,5.8,44.0,35.04,Own,Home,9.82
Person_8764,280881,2973059.0,798.0,15.1,23.0,17.16,Mortgage,Business,5.02
Person_8765,1205933,809525.0,570.0,7.5,47.0,34.94,Mortgage,Business,9.76
Person_8766,1540309,467913.0,529.0,4.0,46.0,39.04,Own,Car,10.21
Person_8767,257440,1327775.0,643.0,8.1,34.0,33.85,Own,Car,8.0
Person_8768,603958,2531083.0,746.0,15.5,27.0,22.62,Own,Car,6.06
Person_8769,1934120,366234.0,529.0,3.0,46.0,42.71,Rent,Education,10.41
Person_8770,924820,2778756.0,783.0,15.8,20.0,19.3,Rent,Home,5.09
Person_8771,1449876,2252004.0,707.0,13.1,30.0,27.54,Mortgage,Home,6.73
Person_8772,1257955,2330586.0,754.0,13.4,25.0,24.35,Mortgage,Personal,5.87
Person_8773,818447,1008534.0,576.0,6.6,47.0,34.15,Mortgage,Car,10.23
Person_8774,1296735,1270112.0,630.0,7.7,34.0,33.04,Rent,Car,8.3
Person_8775,1932930,1353215.0,654.0,7.5,34.0,29.64,Mortgage,Education,7.71
Person_8776,244152,643604.0,528.0,6.2,43.0,37.69,Own,Car,10.48
Person_8777,1978356,2852587.0,767.0,15.0,24.0,19.98,Own,Car,6.03
Person_8778,653623,1403307.0,653.0,10.3,38.0,32.93,Rent,Home,8.4
Person_8779,862744,2013743.0,714.0,11.6,35.0,25.58,Own,Car,7.26
Person_8780,1072660,2401815.0,726.0,12.4,30.0,28.5,Own,Education,6.45
Person_8781,1165561,2147188.0,690.0,12.3,33.0,24.9,Mortgage,Education,7.37
Person_8782,1753608,223088.0,533.0,3.1,45.0,38.59,Own,Business,10.11
Person_8783,1874577,1317040.0,646.0,9.9,35.0,34.88,Own,Business,7.98
Person_8784,1025112,2289585.0,695.0,12.7,33.0,25.22,Rent,Personal,6.73
Person_8785,533178,2140929.0,680.0,12.2,31.0,25.76,Own,Education,7.53
Person_8786,1985971,1046430.0,600.0,9.2,39.0,33.87,Own,Education,9.05
Person_8787,1269925,2075390.0,710.0,12.8,33.0,26.65,Mortgage,Home,6.83
Person_8788,605839,2448323.0,728.0,16.0,26.0,25.87,Mortgage,Business,6.13
Person_8789,664101,1995216.0,703.0,13.4,37.0,26.97,Mortgage,Personal,7.16
Person_8790,499813,1286315.0,605.0,7.4,39.0,29.78,Rent,Home,8.21
Person_8791,1986033,1388037.0,587.0,10.3,45.0,24.93,Mortgage,Home,9.23
Person_8792,1485062,217352.0,504.0,5.5,47.0,42.77,Own,Business,10.97
Person_8793,1799148,326788.0,525.0,6.0,48.0,39.08,Rent,Home,9.97
Person_8794,1108213,614364.0,547.0,6.7,45.0,38.35,Own,Business,10.24
Person_8795,1928266,2889480.0,755.0,17.2,27.0,17.18,Own,Education,5.79
Person_8796,1003197,2222875.0,676.0,12.5,33.0,22.82,Mortgage,Education,7.64
Person_8797,977328,1176124.0,598.0,7.0,45.0,32.14,Rent,Business,9.68
Person_8798,1752417,2747482.0,782.0,14.9,21.0,18.68,Rent,Car,5.38
Person_8799,601238,840245.0,600.0,4.4,38.0,38.14,Mortgage,Car,9.33
Person_8800,466704,742036.0,589.0,7.7,45.0,38.59,Rent,Personal,9.68
Person_8801,1750734,1861500.0,660.0,10.9,35.0,25.31,Own,Car,7.95
Person_8802,1596336,1937627.0,660.0,13.2,32.0,24.92,Rent,Personal,7.52
Person_8803,50215,315158.0,532.0,2.5,41.0,41.91,Own,Business,9.93
Person_8804,417747,1468165.0,650.0,10.7,30.0,33.24,Rent,Business,8.12
Person_8805,847955,1444930.0,643.0,8.7,37.0,33.42,Rent,Business,8.03
Person_8806,905121,2002180.0,650.0,10.3,37.0,24.5,Mortgage,Personal,8.39
Person_8807,1122410,1520966.0,625.0,11.7,36.0,32.66,Mortgage,Home,8.37
Person_8808,1395194,2539003.0,743.0,15.8,27.0,18.29,Rent,Personal,6.08
Person_8809,1665930,2356547.0,735.0,13.8,28.0,23.02,Own,Home,5.9
